Disponibilité intérieure,Aliments pour animaux,Semences,Pertes,Traitement,Nourriture,Autres utilisations (non alimentaire)
,,,,,,
11.0,,,,,11.0,
10.0,,,,,10.0,
30.0,,,,,30.0,
51.0,,,,,51.0,
116.0,114.0,1.0,,,,
3.0,,,,,3.0,
224.0,,,,,71.0,153.0
22.0,,,,,22.0,
129.0,,,2.0,,127.0,
,,,,,,
621.0,142.0,8.0,,470.0,1.0,
,,,,,,
11.0,11.0,,,,,
161.0,,,,,43.0,118.0
1.0,,,,,1.0,
-6.0,,,,,3.0,12.0
,,,,,,
1.0,,,,,1.0,
6.0,,,,,6.0,
4.0,,,,,,4.0
153.0,,,,,,153.0
1.0,,,,,1.0,
271.0,,,,,21.0,250.0
,,,,,,
17.0,,,,,14.0,3.0
1.0,,,,,1.0,
10.0,,,,,6.0,4.0
2.0,2.0,,,,,
63.0,43.0,,,,20.0,
2387.0,827.0,,,,1558.0,2.0
474.0,1.0,,27.0,,447.0,
13.0,11.0,,,,1.0,
3.0,,,,,,3.0
136.0,96.0,,,,26.0,14.0
4.0,,,,,4.0,
,,,,,,
9.0,,,,,7.0,2.0
30.0,,,,,30.0,
96.0,,13.0,1.0,,86.0,
50.0,,,4.0,,47.0,
3.0,,,,,3.0,
248.0,,,2.0,,247.0,
2882.0,2505.0,129.0,119.0,128.0,,
,,,,,,
7.0,,,,,7.0,
-5.0,,,,,,
64.0,36.0,,,,28.0,
1.0,,,,,1.0,
46.0,,,,,,46.0
10.0,,,,9.0,,
18.0,12.0,1.0,1.0,,4.0,
4.0,,,,,4.0,
,,,,,,
141.0,56.0,,,,60.0,26.0
1.0,,,,,1.0,
194.0,,,6.0,51.0,137.0,
1576.0,13.0,100.0,263.0,849.0,352.0,
,,,,,,
49.0,,,1.0,,48.0,
35.0,2.0,,,,28.0,5.0
501.0,390.0,16.0,16.0,,79.0,
13.0,13.0,,,,,
2.0,2.0,,,,,
249.0,1.0,,,,237.0,11.0
2550.0,,,,2550.0,,
,,,,,,
2.0,,,,2.0,,
2.0,,,,,2.0,
99.0,,,1.0,,98.0,
5.0,,,,,5.0,
161.0,,,1.0,,160.0,
291.0,,,,,140.0,151.0
151.0,,,,1.0,150.0,
5.0,,,,,5.0,
159.0,,,,,159.0,
7.0,,,,,7.0,
2.0,,,,,2.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5.0,,,,,4.0,
,,,,,,
2.0,,,,,2.0,
112.0,,,4.0,,104.0,4.0
1.0,,,,,1.0,
,,,,,,
2.0,,,,,2.0,
,,,,,,
3.0,,,,,3.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
25.0,,,,,25.0,
,,,,,,
,,,,,,
1.0,,,,,,
1.0,,,,,1.0,
3.0,,,,,2.0,1.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
122.0,,,,,8.0,114.0
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
53.0,,,1.0,,52.0,
42.0,,,4.0,,38.0,
1.0,,,,,1.0,
,,,,,,
2.0,,,1.0,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
13.0,,,,,13.0,
3.0,,,,,3.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,,
,,,,,,
,,,,,,
8.0,,,,,8.0,
,,,,,,
,,,,,,
2.0,,,,,2.0,
1.0,,,,,1.0,
,,,,,,
15.0,,,,,15.0,
,,,,,,
2.0,,,,,2.0,
38.0,,,,,38.0,
,,,,,,
3.0,,,,,3.0,
29.0,,,,,29.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
9.0,,,,,8.0,
5.0,,,,,5.0,
9.0,,,,,9.0,
,,,,,,
2.0,,,,,2.0,
1.0,,,,,1.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
18.0,1.0,,10.0,,3.0,4.0
5.0,2.0,,1.0,,1.0,1.0
,,,,,,
1.0,,,,,,
6.0,,,,,5.0,1.0
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
5.0,,,,2.0,1.0,2.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.0,,,,,3.0,1.0
,,,,,,
,,,,,,
6.0,,,,,,6.0
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,,1.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
13.0,5.0,1.0,2.0,,4.0,1.0
13.0,,,,,10.0,3.0
7.0,,,1.0,,6.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
7.0,,,1.0,,6.0,1.0
,,,,,,
14.0,,,2.0,,11.0,1.0
2.0,1.0,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
19.0,9.0,3.0,3.0,,4.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
3.0,,,,,3.0,
5.0,2.0,,,3.0,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
1.0,,,,,1.0,
4.0,,,,,2.0,2.0
,,,,,,
,,,,,,
,,,,,,
4.0,,,,,4.0,
,,,,,,
9.0,,,,,,9.0
4.0,,,,,4.0,
4.0,,,1.0,,3.0,
,,,,,,
3.0,,,,,3.0,
2.0,,,,,2.0,
52.0,3.0,,8.0,,42.0,
103.0,5.0,,15.0,,82.0,
1.0,,,,,1.0,
145.0,,,,,145.0,
184.0,,,5.0,,179.0,
20.0,,,,,20.0,
,,,,,,
15.0,,,1.0,,14.0,
,,,,,,
8.0,,,2.0,,6.0,
57.0,,,2.0,8.0,46.0,
3.0,,,,,3.0,
,,,,,,
2.0,,,,,2.0,
,,,,,,
8.0,,,,,8.0,
3.0,,,,,3.0,
111.0,,,16.0,,95.0,
,,,,,,
2.0,,,,,2.0,
1.0,,,,1.0,,
,,,,,,
27.0,1.0,,,,26.0,
119.0,,4.0,5.0,,110.0,
14.0,,,,,4.0,10.0
,,,,,,
,,,,,,
3.0,,,,,3.0,
1.0,,,,,1.0,
1.0,,,,,,1.0
,,,,,,
81.0,,,,,,81.0
1.0,,,,,,1.0
20.0,,,,,20.0,
,,,,,,
,,,,,,
3.0,,,,,3.0,
,,,,,,
,,,,,,
820.0,,,25.0,,788.0,7.0
292.0,,,19.0,,273.0,
,,,,,,
47.0,,,4.0,,42.0,2.0
1119.0,606.0,1.0,59.0,,444.0,8.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5.0,,,,,4.0,
72.0,,9.0,2.0,,60.0,
31.0,,,3.0,,28.0,
10.0,,,,10.0,,
115.0,,,15.0,,100.0,
12.0,,,,12.0,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,,
,,,,,,
6.0,,,,,6.0,
14.0,,,,,14.0,
20.0,,,,,20.0,
,,,,,,
9.0,,,3.0,,6.0,
97.0,,,4.0,,91.0,2.0
43.0,,,4.0,,39.0,
6.0,,,,,6.0,
83.0,,,1.0,14.0,67.0,
,,,,,,
5.0,,,,,5.0,
140.0,29.0,2.0,7.0,,102.0,
301.0,,,,,252.0,49.0
,,,,,,
,,,,,,
6763.0,70.0,286.0,37.0,6370.0,,
3.0,,,,,2.0,
1.0,,,,,1.0,
110.0,,,16.0,,94.0,
,,,,,,
38.0,,,,,38.0,
20.0,,,,,20.0,
126.0,,,,,126.0,
,,,,,,
2.0,,,,,2.0,
1.0,,,,,1.0,
221.0,,,,,221.0,2.0
4.0,,,,,4.0,
63.0,,,,,,63.0
-36.0,,,,,,
246.0,,,11.0,,234.0,
3.0,,,,,3.0,
45.0,,,,,45.0,
1017.0,840.0,133.0,20.0,,20.0,4.0
391.0,,,73.0,8.0,310.0,
29.0,,,,10.0,19.0,
34.0,,,,,35.0,
3504.0,,,,,3504.0,
10827.0,5800.0,408.0,104.0,40.0,4405.0,70.0
181.0,,,,,100.0,81.0
38.0,,,,,38.0,
211.0,,,26.0,,185.0,
150.0,,,,,150.0,
237.0,,,63.0,4.0,170.0,
16.0,,,,,16.0,
153.0,,,,,153.0,
89.0,,,,,89.0,
539.0,490.0,48.0,,,,
8.0,,,,,8.0,
104.0,,,,,32.0,72.0
151.0,,,,,151.0,
1279.0,,,285.0,80.0,915.0,
,,,,,,
103.0,,1.0,1.0,95.0,7.0,
103.0,8.0,2.0,2.0,91.0,,
1228.0,110.0,4.0,,1054.0,60.0,
655.0,158.0,,,,66.0,432.0
55.0,,4.0,3.0,,48.0,
97.0,,,,,1.0,96.0
15.0,,,,,15.0,1.0
1.0,,,,,1.0,
668.0,,,,,513.0,155.0
20.0,,,,,18.0,2.0
58.0,,,,,12.0,46.0
25.0,,,,,25.0,
799.0,,,,,,799.0
39.0,,,,,4.0,35.0
226.0,,,,,176.0,50.0
,,,,,,
659.0,,,,,564.0,95.0
,,,,,,
26.0,,,,,,26.0
,,,,,,
10371.0,2061.0,,,,7710.0,600.0
3840.0,223.0,,859.0,,2776.0,
308.0,91.0,34.0,16.0,,167.0,
30.0,22.0,,,,,8.0
10422.0,9120.0,20.0,19.0,84.0,93.0,1085.0
31.0,,,,,31.0,
11.0,11.0,,,,,
,,,,,,
333.0,,,,,333.0,
307.0,,,3.0,,304.0,
690.0,1.0,50.0,15.0,,625.0,
991.0,,,128.0,,863.0,
8865.0,,,22.0,8703.0,140.0,
1414.0,,,323.0,13.0,1079.0,
9471.0,8000.0,724.0,31.0,700.0,17.0,
,,,,,,
1.0,,,1.0,,,
3.0,1.0,,1.0,,1.0,
696.0,56.0,,,,640.0,
3.0,,,,,3.0,
9.0,,,,,,9.0
191.0,85.0,,,98.0,7.0,1.0
297.0,230.0,18.0,15.0,,34.0,
181.0,,,,,181.0,
44.0,,,,,43.0,1.0
522.0,33.0,,,,488.0,
2.0,,,,,2.0,
578.0,10.0,,80.0,3.0,486.0,
3608.0,132.0,99.0,132.0,8.0,2818.0,420.0
9.0,9.0,,,,,
7020.0,,,28.0,6231.0,164.0,597.0
423.0,1.0,13.0,,,391.0,18.0
564.0,448.0,60.0,3.0,,45.0,8.0
3377.0,16.0,,60.0,3300.0,1.0,
221.0,216.0,,,,,5.0
1414.0,,,,,1403.0,11.0
2519.0,,,,2519.0,,
,,,,,,
4.0,,,,,4.0,
-4.0,,,,,4.0,
2237.0,100.0,,185.0,,1952.0,
101.0,,,,,101.0,
570.0,,,,,570.0,
2296.0,,,,,2296.0,
1359.0,,,,16.0,1343.0,
102.0,,,,,103.0,
1766.0,,,72.0,630.0,984.0,80.0
6.0,,,,,6.0,
5.0,,,,,5.0,
1.0,,,,,1.0,
3.0,,,,,,3.0
-1.0,,,,,,
3.0,,,,,3.0,
,,,,,,
1.0,,,,,,
56.0,42.0,7.0,2.0,,6.0,
10.0,,,,,10.0,
,,,,,,
2.0,,,,,2.0,
137.0,,,,,137.0,
267.0,104.0,29.0,4.0,15.0,115.0,
35.0,,,,,35.0,
6.0,,,,,6.0,
8.0,,,,,8.0,
1.0,,,,,1.0,
2.0,,,,,2.0,
,,,,,,
2.0,,,,,2.0,
2.0,,,,,2.0,
24.0,19.0,2.0,1.0,,1.0,2.0
,,,,,,
7.0,,,,,7.0,
6.0,,,,,6.0,
35.0,,,,,35.0,
,,,,,,
128.0,110.0,,,18.0,1.0,
,,,,,,
1.0,1.0,,,,,
6.0,,,,,1.0,6.0
1.0,1.0,,,,,
-2.0,,,,,4.0,1.0
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
5.0,,,,,3.0,2.0
,,,,,,
7.0,,,,,,7.0
,,,,,,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
471.0,104.0,,,,367.0,
121.0,,,2.0,,119.0,
,,,,,,
,,,,,,
26.0,19.0,,,,7.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
5.0,,,,,5.0,
18.0,,1.0,,,16.0,
7.0,,,,,7.0,
1.0,,,,,1.0,
26.0,,,,,26.0,
273.0,188.0,29.0,1.0,47.0,8.0,
,,,,,,
2.0,,,,,2.0,
,,,,,,
9.0,,,,,9.0,
1.0,,,,,1.0,
,,,,,,
1.0,1.0,,,,,
16.0,2.0,2.0,,,11.0,
3.0,,,,,3.0,
,,,,,,
5.0,1.0,,,,4.0,
,,,,,,
18.0,,,,,18.0,
156.0,21.0,20.0,2.0,,114.0,
,,,,,,
8.0,,,,,8.0,
3.0,,,,,3.0,
41.0,7.0,3.0,1.0,,29.0,1.0
6.0,6.0,,,,,
,,,,,,
33.0,,,,,33.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
23.0,,,,,23.0,
1.0,,,,,1.0,
9.0,,,,,9.0,
43.0,,,5.0,,38.0,
27.0,,,,,27.0,
,,,,,,
20.0,,,,,20.0,
,,,,,1.0,
3.0,,,,,3.0,
1.0,,,,,1.0,
101.0,,,,,,101.0
1.0,,,,,1.0,
25.0,,,2.0,,23.0,
4.0,,,,,4.0,
,,,,,,
7.0,,,,,6.0,
,,,,,,
19.0,,,,,19.0,
47.0,,,1.0,,46.0,
,,,,,,
68.0,,,,,68.0,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
23.0,,,,,15.0,8.0
-1.0,,,,,,
15.0,,,,,15.0,
,,,,,,
1.0,,,,1.0,,
,,,,,,
1.0,,,,,,
3.0,,,,,3.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
3.0,,,,,3.0,
,,,,,,
,,,,,,
84.0,9.0,,3.0,,71.0,2.0
18.0,,,1.0,,17.0,
2.0,,,,,2.0,
,,,,,,
198.0,42.0,3.0,20.0,13.0,87.0,32.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4.0,,,,,4.0,
2.0,,,,,2.0,
4.0,,,,,4.0,
,,,,,,
33.0,,,5.0,,28.0,
3.0,,,,3.0,,
,,,,,,
34.0,,,6.0,,28.0,
2.0,,,,,2.0,
,,,,,,
,,,,,,
,,,,,,
6.0,6.0,,,,,
,,,,,,
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
6.0,,,,,6.0,
19.0,,2.0,1.0,,16.0,
60.0,,,6.0,,54.0,
1.0,,,,,1.0,
27.0,,,,,26.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
143.0,,,,,28.0,114.0
,,,,,,
5450.0,,,,5450.0,,
,,,,,,
1.0,,,,,1.0,
6.0,,,1.0,,6.0,
2.0,,,,,2.0,
19.0,,,,,19.0,
3.0,,,,,3.0,
8.0,,,,,8.0,
,,,,,,
3.0,,,,,3.0,
,,,,,,
2.0,,,,,2.0,
,,,,,,
,,,,,,
,,,,,,
7.0,,,,,6.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
3.0,,,,,3.0,
4.0,,,,,4.0,
25.0,,,,,24.0,
86.0,,,4.0,,74.0,8.0
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
185.0,,,,49.0,52.0,85.0
1.0,,,,,1.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,,,,,1.0,
15.0,,,,,17.0,
,,,,,,
,,,,,,
,,,,,,
4.0,,,,,2.0,2.0
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
1.0,1.0,,,,,
3.0,,,,,2.0,1.0
3.0,,,,,1.0,1.0
,,,,,,
2.0,,,,,,2.0
,,,,,,
6.0,,,,,5.0,1.0
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5.0,,,,,5.0,
97.0,47.0,,2.0,,35.0,13.0
24.0,,,1.0,,23.0,
3.0,,,,,2.0,
69.0,7.0,,2.0,,39.0,20.0
2.0,1.0,,,1.0,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6.0,,1.0,,,6.0,
9.0,,,,,8.0,
,,,,,,
6.0,,,,,6.0,
3.0,,,,3.0,,
,,,,,,
,,,,,,
9.0,,,,,8.0,
3.0,,,,,3.0,
,,,,,,
1.0,,,,,,1.0
,,,,,,
7.0,,,,,7.0,
1.0,,,,,1.0,
8.0,,,,,6.0,2.0
32.0,12.0,,,,20.0,
,,,,,,
4.0,,,,,4.0,
26.0,,,1.0,,25.0,
81.0,,,3.0,,38.0,40.0
1.0,,,,,1.0,
42.0,1.0,,,,40.0,
,,,,,,
,,,,,,
,,,,,,
50.0,,,,,33.0,17.0
,,,,,,
1610.0,,,,1610.0,,
,,,,,,
1.0,,,,,1.0,
6.0,,,,,5.0,
5.0,,,,,5.0,
8.0,,,,,8.0,
4.0,,,,,4.0,
19.0,,,,,18.0,1.0
,,,,,,
1.0,,,,,1.0,
4.0,,,,,,3.0
7.0,,,,,7.0,
2.0,,,,,2.0,
23.0,,,,,,23.0
8.0,,,,,8.0,
22.0,,,,,22.0,
,,,,,,
5.0,,,,,5.0,
619.0,520.0,69.0,,,30.0,
78.0,,,4.0,,74.0,
,,,,,,
32.0,,,,,27.0,5.0
436.0,,,,,436.0,
872.0,345.0,56.0,,,445.0,25.0
22.0,,,,,22.0,
3.0,,,,,3.0,
67.0,,,,,67.0,
,,,,,,
6.0,,,,,6.0,
1.0,,,,,1.0,
12.0,,,,,12.0,
31.0,,,,,31.0,
68.0,39.0,3.0,,20.0,6.0,
1.0,,,,,1.0,
65.0,,,,27.0,19.0,19.0
12.0,,,,,12.0,
119.0,,,2.0,,117.0,
,,,,,,
202.0,,,,200.0,2.0,
,,,,,,
14.0,,,,14.0,,
47.0,,,,,8.0,39.0
,,,,,,
11.0,,,,,4.0,8.0
,,,,,,
1.0,,,,,,1.0
3.0,,,,,3.0,
15.0,,,,,,15.0
17.0,,,,,,17.0
83.0,,,,,42.0,41.0
20.0,,,,,,20.0
,,,,,,
,,,,,,
,,,,,,
5.0,,,,,5.0,
,,,,,,
3.0,3.0,,,,,
,,,,,,
2418.0,48.0,,,,2337.0,32.0
379.0,2.0,,20.0,,357.0,
,,,,,,
1.0,1.0,,,,,
8.0,3.0,,,5.0,,
3.0,,,,,3.0,
,,,,,,
,,,,,,
2.0,,,,,2.0,
13.0,,,,,13.0,
57.0,,5.0,1.0,,52.0,
36.0,,,2.0,,34.0,
3.0,,,,,3.0,
172.0,,,2.0,,170.0,
1495.0,1117.0,120.0,,130.0,33.0,96.0
,,,,,,
4.0,,,,,4.0,
3.0,,,,,3.0,
17.0,,,,,17.0,
,,,,,,
,,,,,,
2.0,,,,1.0,,
11.0,4.0,1.0,,,6.0,
93.0,10.0,,,,83.0,
10.0,,,,,10.0,
134.0,60.0,,,,74.0,
1.0,,,,,1.0,
112.0,,,2.0,15.0,95.0,
686.0,,65.0,,,356.0,265.0
,,,,,,
27.0,,,,,27.0,
25.0,,,,,24.0,1.0
91.0,1.0,2.0,,,88.0,
42.0,,,,41.0,,
,,,,,,
185.0,1.0,,,,150.0,34.0
480.0,,,,480.0,,
,,,,,,
2.0,,,,,2.0,
98.0,,,7.0,,91.0,
3.0,,,,,3.0,
104.0,,,,,104.0,
196.0,,,,,196.0,
114.0,,,,6.0,108.0,
10.0,,,,,10.0,
64.0,,,,,64.0,
1.0,,,,,1.0,
377.0,,,,,377.0,
8.0,,,,,7.0,
56.0,,,,,,56.0
-90.0,,,,,,
183.0,,,16.0,,167.0,
4.0,,,,,4.0,
68.0,,,,,68.0,
429.0,376.0,14.0,3.0,,37.0,
329.0,,,31.0,,299.0,
39.0,,,,,39.0,
513.0,,,,,513.0,
1533.0,,,32.0,,1501.0,
20298.0,7822.0,748.0,358.0,1575.0,6971.0,2824.0
659.0,,,,,145.0,514.0
501.0,,,1.0,,500.0,
359.0,,,,,359.0,
31.0,,,,,31.0,
150.0,,,14.0,,136.0,
26.0,,,,1.0,26.0,
236.0,,,,,236.0,
257.0,,,,,257.0,
2527.0,2421.0,59.0,,,47.0,
22.0,,,5.0,,17.0,
1614.0,28.0,,,,126.0,1461.0
252.0,,,,,252.0,
2271.0,,,230.0,3.0,2053.0,
,,,,,,
4462.0,1.0,8.0,,4450.0,3.0,
1.0,,,,1.0,,
1583.0,219.0,7.0,60.0,1298.0,,
232.0,1.0,,,,192.0,44.0
44.0,,2.0,,,43.0,
202.0,,,,,110.0,133.0
,,,,,,
14.0,,,,,14.0,
112.0,,,,,112.0,
92.0,,,,,60.0,32.0
1883.0,,,,,200.0,1683.0
44.0,,,,,44.0,
503.0,,,,,30.0,560.0
26.0,,,,,16.0,10.0
254.0,,,,,254.0,
5.0,,,,,5.0,
391.0,,,,,391.0,
1.0,,,,,1.0,
16.0,,,,,16.0,
5.0,,,,,5.0,
17984.0,2300.0,,66.0,,15514.0,266.0
5636.0,73.0,,822.0,,4741.0,
159.0,102.0,9.0,4.0,,46.0,
48.0,14.0,,,,,34.0
8221.0,5200.0,110.0,130.0,1485.0,714.0,582.0
35.0,,,,,35.0,
22.0,20.0,2.0,,,,
,,,,,,
413.0,,,,,413.0,
279.0,,,1.0,,278.0,
942.0,,79.0,9.0,,844.0,12.0
252.0,,,52.0,,200.0,
107.0,,,,20.0,88.0,
3207.0,,,85.0,,3122.0,
3288.0,2865.0,230.0,83.0,11.0,70.0,29.0
,,,,,,
336.0,,,8.0,,328.0,
12.0,12.0,,,,,
756.0,10.0,,,,746.0,
3.0,,,,,3.0,
70.0,,,,,,70.0
158.0,52.0,1.0,,24.0,,83.0
261.0,211.0,20.0,,,30.0,
272.0,,,,,272.0,
12.0,,,,,12.0,
562.0,119.0,,,,443.0,
6.0,,,,,6.0,
1750.0,,,76.0,829.0,845.0,
5930.0,399.0,350.0,1050.0,400.0,3458.0,273.0
6.0,1.0,,,,5.0,
5847.0,,,6.0,5504.0,337.0,
420.0,101.0,1.0,1.0,2.0,314.0,2.0
122.0,90.0,4.0,,,28.0,
621.0,99.0,3.0,,516.0,4.0,
209.0,208.0,1.0,,,,
2385.0,25.0,,,,2360.0,
33613.0,,,,27980.0,,5633.0
,,,,,,
10.0,,,,10.0,,
17.0,,,,,17.0,
1417.0,,,102.0,,1315.0,
217.0,,,,,211.0,7.0
1531.0,,,,,1531.0,
2125.0,,,,,2125.0,
1546.0,,,,72.0,1474.0,
238.0,,,,,238.0,
3326.0,,,16.0,785.0,2429.0,97.0
12.0,,,,,12.0,
729.0,,,12.0,,703.0,14.0
20.0,,,,,20.0,
7.0,,,,,,7.0
32.0,,,,,32.0,
163.0,,,,,163.0,
1.0,,,,,1.0,
95.0,,,,,95.0,
4931.0,3298.0,1300.0,75.0,,257.0,
1290.0,,,,,1290.0,
,,,,,,
369.0,,,,,369.0,
8927.0,,,,,8927.0,
34708.0,8142.0,6500.0,399.0,954.0,18710.0,3.0
1104.0,,,,,1104.0,
58.0,,,,,58.0,
261.0,,,,,261.0,
110.0,,,,,110.0,
210.0,,,,,210.0,
63.0,,,,,63.0,
113.0,,,,,113.0,
367.0,,,7.0,,360.0,
1414.0,1304.0,61.0,34.0,,15.0,
21.0,,,,,21.0,
779.0,,,,,767.0,12.0
207.0,,,,,207.0,
3211.0,,,29.0,,3181.0,
,,,,,,
1319.0,676.0,42.0,1.0,596.0,4.0,
,,,,,,
9204.0,879.0,400.0,529.0,7396.0,,
978.0,,,,,456.0,523.0
29.0,24.0,3.0,1.0,,,
96.0,,,,,34.0,61.0
,,,,,,
,,,,,,
32.0,,,,,27.0,5.0
42.0,,,,,,42.0
11.0,,,,,5.0,6.0
7.0,,,,,7.0,
733.0,,,,,,749.0
55.0,,,,,,55.0
156.0,,,,,98.0,58.0
1.0,,,,,1.0,
1964.0,,,,,1791.0,173.0
,,,,,,
2.0,2.0,,,,,
,,,,,,
35182.0,10663.0,,182.0,,23364.0,974.0
13357.0,2756.0,,287.0,160.0,10154.0,
688.0,532.0,113.0,42.0,,1.0,
11.0,,,,,,11.0
9131.0,7759.0,81.0,117.0,1102.0,58.0,15.0
69.0,,,,,69.0,
470.0,200.0,19.0,63.0,,188.0,
,,,,,,
79.0,,,,,79.0,
130.0,,,,,137.0,
2368.0,,159.0,5.0,,2204.0,1.0
2228.0,,,70.0,,2158.0,
135.0,,,,,135.0,
1620.0,,,,,1620.0,
13342.0,8417.0,2800.0,156.0,1821.0,148.0,1.0
190.0,,,,,190.0,
,,,,,,
1316.0,231.0,,,,1085.0,
6.0,,,,,6.0,
10.0,,,,,,10.0
169.0,111.0,16.0,19.0,16.0,,7.0
1023.0,451.0,225.0,88.0,,260.0,
980.0,,,,,980.0,
,,,,,,
1095.0,187.0,,,,908.0,
9.0,,,,,9.0,
3853.0,,,225.0,280.0,3348.0,
30881.0,5655.0,6579.0,1984.0,400.0,16178.0,85.0
,,,,,,
990.0,,,1.0,801.0,188.0,
734.0,,37.0,24.0,,673.0,
3355.0,1548.0,413.0,105.0,200.0,1090.0,
2705.0,600.0,140.0,28.0,1930.0,7.0,
142.0,138.0,1.0,1.0,,2.0,
6165.0,,,,,6164.0,
41321.0,4938.0,,413.0,35970.0,,
,,,,,,
9.0,,,,,9.0,
162.0,,,,,162.0,
3995.0,,,89.0,,3906.0,
200.0,,,,,200.0,
2430.0,,,5.0,,2425.0,
3671.0,,,6.0,,3665.0,
3957.0,,,,29.0,3928.0,
468.0,,,,,468.0,
1306.0,,,,,1306.0,
13.0,,,,,13.0,
10.0,,,,,10.0,
2.0,,,,,2.0,
1.0,,,,,,1.0
2.0,,,,,2.0,
2.0,,,,,1.0,
,,,,,,
17.0,,1.0,1.0,,15.0,
,,,,,,
17.0,,,2.0,,15.0,
310.0,31.0,,85.0,,194.0,
,,,,,,
139.0,,,,,139.0,
115.0,,,10.0,,105.0,
5.0,,,,,5.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2.0,,,,,2.0,
,,,,,,
28.0,,,2.0,,25.0,
1.0,,,,,1.0,
,,,,,,
,,,,,,
,,,,,,
4.0,,,,,3.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
25.0,,,1.0,,4.0,21.0
,,,,,,
2.0,,,,,2.0,
,,,,,,
1.0,,,,,1.0,
,,,,,,
210.0,42.0,17.0,33.0,,118.0,
51.0,,,,,50.0,1.0
57.0,,,5.0,,53.0,
,,,,,,
266.0,85.0,,59.0,,121.0,1.0
52.0,22.0,1.0,2.0,,27.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
3.0,,,,,2.0,
5.0,,,,,5.0,
,,,,,,
9.0,,,,,9.0,
27.0,,,,24.0,3.0,
1.0,,,,,,1.0
3.0,,,,,3.0,
4.0,,,,,4.0,
9.0,,,,,9.0,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
11.0,,,,,11.0,
10.0,,,,,10.0,
30.0,,,,,30.0,
,,,,,,
5.0,,,,,5.0,
7.0,,,,,6.0,
67.0,,7.0,20.0,,41.0,
,,,,,,
67.0,,,3.0,,62.0,3.0
,,,,,,
6.0,,,,6.0,,
,,,,,,
24.0,,,,,24.0,
280.0,71.0,,,203.0,6.0,
,,,,,,
,,,,,,
16.0,,,,,16.0,
2.0,,,,,2.0,
14.0,,,,,14.0,
17.0,,,,,17.0,
74.0,,,,,55.0,19.0
29.0,,,,,29.0,
7.0,,,,,7.0,
,,,,,,
1.0,,,,,1.0,
